RC,UFI,UNI,LAT,LONG,DMS_LAT,DMS_LONG,UTM,JOG,FC,DSG,PC,CC1,ADM1,ADM2,DIM,CC2,NT,LC,SHORT_FORM,GENERIC,SORT_NAME,FULL_NAME,FULL_NAME_ND,MODIFY_DATE
1,334960,416366,-12.6413889,45.0275,-123829,450139,NM00,SD38-02,T,ISL,,MF,0,,,,N,,,Chissioua,MTSAMBORO CHISSIOUA,Chissioua Mtsamboro,Chissioua Mtsamboro,1999-02-10
3,335465,416960,-12.7594444,45.0836111,-124534,450501,NL08,SD38-02,P,PPL,,MF,0,,,,N,,,,MTSAMGAMOUJI,Mtsamgamouji,Mtsamgamouji,1997-12-23
3,337093,418916,-12.8538889,45.0380556,-125114,450217,NL07,SD38-02,H,RF,,MF,0,,,,N,,,Récif,MTSANGA RECIF,Récif Mtsanga,Recif Mtsanga,1997-12-23
3,337158,419004,-12.8833333,45.1294444,-125300,450746,NL17,SD38-02,P,PPL,,MF,0,,,,N,,,,MTSANGACHEHI,Mtsangachéhi,Mtsangachehi,1997-12-23
3,335403,416881,-12.7080556,45.0477778,-124229,450252,NL09,SD38-02,P,PPL,,MF,0,,,,V,,,,MTSANGADOI,M'Tsangadoi,M'Tsangadoi,1997-12-23
3,335403,416880,-12.7080556,45.0477778,-124229,450252,NL09,SD38-02,P,PPL,,MF,0,,,,N,,,,MTSANGADOUA,Mtsangadoua,Mtsangadoua,1997-12-23
3,335343,416805,-12.6883333,45.1075,-124118,450627,NL19,SD38-02,P,PPL,,MF,0,,,,V,,,,MTSANGAMBOI,M'Tsangamboi,M'Tsangamboi,1997-12-23
3,335343,416800,-12.6883333,45.1075,-124118,450627,NL19,SD38-02,P,PPL,,MF,0,,,,N,,,,MTSANGAMBOUA,Mtsangamboua,Mtsangamboua,1997-12-23
3,335465,416961,-12.7594444,45.0836111,-124534,450501,NL08,SD38-02,P,PPL,,MF,0,,,,V,,,,MTSANGAMOUJI,M'Tsangamouji,M'Tsangamouji,1997-12-23
3,337123,418953,-12.8686111,45.1177778,-125207,450704,NL17,SD38-02,L,CST,,MF,0,,,,N,,,,MTSANYOUNYI,Mtsanyounyi,Mtsanyounyi,1997-12-23
1,337117,418945,-12.8622222,45.11,-125144,450636,NL17,SD38-02,T,BCH,,MF,0,,,,N,,,Mtsanga,MTSANYOUNYI MTSANGA,Mtsanga Mtsanyounyi,Mtsanga Mtsanyounyi,1997-12-23
3,336756,418494,-12.7877778,45.2183333,-124716,451306,NL28,SD38-02,P,PPLX,,MF,0,,,,N,,,,MTSAPERE,Mtsapéré,Mtsapere,1997-12-23
3,336728,418459,-12.7627778,45.1844444,-124546,451104,NL28,SD38-02,T,MT,,MF,0,,,,N,,,Mlima,MTSAPERE MLIMA,Mlima Mtsapéré,Mlima Mtsapere,1997-12-23
3,335337,416794,-12.6866667,45.1269444,-124112,450737,NL19,SD38-02,T,ISL,,MF,0,,,,N,,,Chissioua,MTSONGOMA CHISSIOUA,Chissioua Mtsongoma,Chissioua Mtsongoma,1997-12-23
3,337586,419445,-12.9152778,45.1827778,-125455,451058,NL17,SD38-02,P,PPL,,MF,0,,,,V,,,,MUSICALEPLAGE,Musicale Plage,Musicale Plage,1997-12-23
3,335390,416867,-12.6966667,45.0666667,-124148,450400,NL09,SD38-02,P,PPL,,MF,0,,,,V,,,,MZAMBORO,M'Zamboro,M'Zamboro,1997-12-23
3,334960,416367,-12.6413889,45.0275,-123829,450139,NM00,SD38-02,T,ISL,,MF,0,,,,V,,,,MZAMBORO ILE,Île M'Zamboro,Ile M'Zamboro,1999-02-10
3,337869,419769,-12.9255556,45.1011111,-125532,450604,NL17,SD38-02,P,PPL,,MF,0,,,,N,,,,MZOUAZIA,Mzouazia,Mzouazia,1997-12-23
3,337891,419792,-12.9408333,45.0841667,-125627,450503,NL06,SD38-02,H,BAY,,MF,0,,,,N,,,Baie,MZOUAZIA BAIEDE,Baie de Mzouazia,Baie de Mzouazia,1997-12-23
3,336727,418457,-12.76,45.2041667,-124536,451215,NL28,SD38-02,T,SPUR,,MF,0,,,,N,,,,NAMOHAKOU,Namohakou,Namohakou,1997-12-23
3,337090,418913,-12.8291667,45.0725,-124945,450421,NL08,SD38-02,H,RF,,MF,0,,,,N,,,Récif,NDRANE RECIF,Récif Ndrané,Recif Ndrane,1997-12-23
3,337887,419788,-12.9591667,45.0836111,-125733,450501,NL06,SD38-02,P,PPL,,MF,0,,,,N,,,,NGOUJA,Ngouja,Ngouja,1997-12-23
3,337890,419791,-12.9594444,45.0777778,-125734,450440,NL06,SD38-02,T,PT,,MF,0,,,,N,,,Rassi,NGOUJA RASSI,Rassi Ngouja,Rassi Ngouja,1997-12-23
3,337873,419774,-12.9080556,45.0852778,-125429,450507,NL07,SD38-02,T,PEN,,MF,0,,,,N,,,,NGOUJOUBOUNGOUDRANAVI,Ngoujou Boungoudranavi,Ngoujou Boungoudranavi,1997-12-23
3,337761,419651,-12.9497222,45.1569444,-125659,450925,NL16,SD38-02,T,HLL,,MF,0,,,,N,,,,NGOUMBILI,Ngoumbili,Ngoumbili,1997-12-23
1,337121,418951,-12.8658333,45.1283333,-125157,450742,NL17,SD38-02,T,MTS,,MF,0,,,,N,,,,NGOUNIMABOUNGANI,Ngouni Maboungani,Ngouni Maboungani,1997-12-23
3,336792,418533,-12.8036111,45.0980556,-124813,450553,NL18,SD38-02,T,BCH,,MF,0,,,,N,,,Mtsanga,NYAMBA MTSANGA,Mtsanga Nyamba,Mtsanga Nyamba,1997-12-23
3,337577,419435,-12.8905556,45.2008333,-125326,451203,NL27,SD38-02,P,PPL,,MF,0,,,,N,,,,NYAMBADAO,Nyambadao,Nyambadao,1997-12-23
3,335352,416814,-12.7069444,45.1205556,-124225,450714,NL19,SD38-02,P,PPL,,MF,0,,,,N,,,,NYAMBO,Nyambo,Nyambo,1997-12-23
1,337072,418895,-12.8347222,45.1563889,-125005,450923,NL18,SD38-02,P,PPL,,MF,0,,,,N,,,,ONGOJOU,Ongojou,Ongojou,1997-12-23
1,337073,418896,-12.835,45.1591667,-125006,450933,NL18,SD38-02,T,PASS,,MF,0,,,,N,,,Col,ONGOJOU COLD,Col d' Ongojou,Col d' Ongojou,1997-12-23
1,337075,418898,-12.8463889,45.1361111,-125047,450810,NL17,SD38-02,P,PPL,,MF,0,,,,N,,,,OUANGANI,Ouangani,Ouangani,1997-12-23
3,335787,417306,-12.7944444,45.1102778,-124740,450637,NL18,SD38-02,H,STM,,MF,0,,,,N,,,Mro,OUROVENI MROOUA,Mro oua Ouroveni,Mro oua Ouroveni,1997-12-23
3,337047,418866,-12.7963889,45.2736111,-124747,451625,NL28,SD38-02,P,PPL,,MF,0,,,,N,,,,PAMANDZI,Pamandzi,Pamandzi,1997-12-23
3,337048,418868,-12.8388889,45.2869444,-125020,451713,NL38,SD38-02,H,RF,,MF,0,,,,N,,,Récif,PAMANDZI RECIF,Récif Pamandzi,Recif Pamandzi,1997-12-23
3,336817,418566,-12.7713889,45.2916667,-124617,451730,NL38,SD38-02,T,BCH,,MF,0,,,,N,,,Plage,PAPANI PLAGEDE,Plage de Papani,Plage de Papani,1997-12-23
3,336765,418503,-12.7988889,45.2102778,-124756,451237,NL28,SD38-02,P,PPL,,MF,0,,,,N,,,,PASSAMAINTI,Passamaïnti,Passamainti,1997-12-23
3,337807,419702,-12.9897222,45.1427778,-125923,450834,NL16,SD38-02,T,HLL,,MF,0,,,,N,,,Tsiraka,PASSIBE TSIRAKA,Tsiraka Passi Bé,Tsiraka Passi Be,1997-12-23
3,337811,419706,-12.9833333,45.1244444,-125900,450728,NL16,SD38-02,P,PPL,,MF,0,,,,N,,,,PASSIKELI,Passi Kéli,Passi Keli,1997-12-23
3,337573,419431,-12.9072222,45.1858333,-125426,451109,NL27,SD38-02,H,STM,,MF,0,,,,N,,,Mro,PATSE MROOUA,Mro oua Patsé,Mro oua Patse,1997-12-23
3,337051,418871,-12.8363889,45.2441667,-125011,451439,NL28,SD38-02,T,ISL,,MF,0,,,,N,,,Chissioua,PENGOUA CHISSIOUA,Chissioua Pengoua,Chissioua Pengoua,1997-12-23
3,337566,419424,-12.9036111,45.1741667,-125413,451027,NL17,SD38-02,T,HLL,,MF,0,,,,N,,,,PENGOUALAJOU,Pengoualajou,Pengoualajou,1997-12-23
3,336815,418564,-12.7569444,45.2825,-124525,451657,NL38,SD38-02,T,PT,,MF,0,,,,N,,,,PETITETERRE,Petite-Terre,Petite-Terre,1997-12-23
3,337161,419007,-12.8894444,45.1383333,-125322,450818,NL17,SD38-02,P,PPL,,MF,0,,,,N,,,,POROANI,Poroani,Poroani,1997-12-23
3,337049,418869,-12.825,45.2505556,-124930,451502,NL28,SD38-02,T,ISL,,MF,0,,,,N,,,Chissioua,POUHOU CHISSIOUA,Chissioua Pouhou,Chissioua Pouhou,1997-12-23
3,337653,419517,-12.9363889,45.14,-125611,450824,NL16,SD38-02,P,PPL,,MF,0,,,,N,,,,RAMPECANNELLE,Rampe Cannelle,Rampe Cannelle,1997-12-23
3,337099,418922,-12.9361111,45.0569444,-125610,450325,NL06,SD38-02,H,RF,,MF,0,,,,N,,,Récif,RANI RECIF,Récif Rani,Recif Rani,1997-12-23
3,337101,418924,-12.9880556,45.0538889,-125917,450314,NL06,SD38-02,H,RF,,MF,0,,,,N,,,Récif,ROCCHI RECIF,Récif Rocchi,Recif Rocchi,1997-12-23
1,337081,418904,-12.8380556,45.1205556,-125017,450714,NL18,SD38-02,H,STM,,MF,0,,,,N,,,Mroni,ROUAKA MRONI,Mroni Rouaka,Mroni Rouaka,1997-12-23
3,337064,418885,-12.9827778,45.2138889,-125858,451250,NL26,SD38-02,T,ISL,,MF,0,,,,V,,,,SABLEBLANC ILOTDE,Îlot de Sable Blanc,Ilot de Sable Blanc,1999-02-10
3,337065,418886,-12.9841667,45.2197222,-125903,451311,NL26,SD38-02,H,RF,,MF,0,,,,N,,,Récif,SABLEBLANC RECIFDU,Récif du Sable Blanc,Recif du Sable Blanc,1997-12-23
1,337105,418929,-12.8480556,45.0975,-125053,450551,NL17,SD38-02,P,PPL,,MF,0,,,,N,,,,SADA,Sada,Sada,1997-12-23
1,337091,418914,-12.8438889,45.0869444,-125038,450513,NL08,SD38-02,T,ISL,,MF,0,,,,N,,,Chissioua,SADA CHISSIOUA,Chissioua Sada,Chissioua Sada,1997-12-23
3,337167,419014,-12.9019444,45.1419444,-125407,450831,NL17,SD38-02,H,STM,,MF,0,,,,N,,,Mroni,SAEVA MRONI,Mroni Saeva,Mroni Saeva,1997-12-23
1,334956,416362,-12.6397222,45.0197222,-123823,450111,NM00,SD38-02,T,BCH,,MF,0,,,,N,,,Mtsanga,SAFARI MTSANGA,Mtsanga Safari,Mtsanga Safari,1997-12-23
3,337175,419022,-12.8861111,45.2108333,-125310,451239,NL27,SD38-02,T,BCH,,MF,0,,,,N,,,Mtsanga,SAKOULI MTSANGA,Mtsanga Sakouli,Mtsanga Sakouli,1997-12-23
3,337150,418989,-12.8613889,45.1994444,-125141,451158,NL27,SD38-02,H,STM,,MF,0,,,,N,,,Mro,SALIMBE MROOUA,Mro oua Salim Bé,Mro oua Salim Be,1997-12-23
3,337575,419433,-12.9005556,45.1894444,-125402,451122,NL27,SD38-02,H,STM,,MF,0,,,,N,,,Mro,SANARO MROOUA,Mro oua Sanaro,Mro oua Sanaro,1997-12-23
3,337562,419420,-12.9144444,45.1516667,-125452,450906,NL17,SD38-02,H,STMI,,MF,0,,,,N,,,Mro,SANGA MROOUA,Mro oua Sanga,Mro oua Sanga,1997-12-23
3,337568,419426,-12.9136111,45.1697222,-125449,451011,NL17,SD38-02,T,HLL,,MF,0,,,,N,,,,SATRAGORI,Satra Gori,Satra Gori,1997-12-23
3,337782,419677,-12.9819444,45.1788889,-125855,451044,NL16,SD38-02,P,PPL,,MF,0,,,,N,,,,SAZILE,Sazilé,Sazile,1997-12-23
3,337768,419662,-12.9694444,45.1733333,-125810,451024,NL16,SD38-02,T,RDGE,,MF,0,,,,N,,,Mlima,SAZILE MLIMA,Mlima Sazilé,Mlima Sazile,1997-12-23
3,337771,419665,-12.9727778,45.1930556,-125822,451135,NL26,SD38-02,T,BCH,,MF,0,,,,N,,,Mtsanga,SAZILE MTSANGA,Mtsanga Sazilé,Mtsanga Sazile,1997-12-23
3,337063,418883,-12.9719444,45.2013889,-125819,451205,NL26,SD38-02,T,PT,,MF,0,,,,N,,,Pointe,SAZILE POINTE,Pointe Sazilé,Pointe Sazile,1997-12-23
3,337060,418880,-12.9580556,45.2183333,-125729,451306,NL26,SD38-02,H,RF,,MF,0,,,,N,,,Récif,SAZILE RECIF,Récif Sazilé,Recif Sazile,1997-12-23
3,337773,419667,-12.9736111,45.1972222,-125825,451150,NL26,SD38-02,T,HLL,,MF,0,,,,N,,,,SAZILEBE,Sazilé Bé,Sazile Be,1997-12-23
3,337062,418882,-12.9647222,45.2222222,-125753,451320,NL26,SD38-02,H,CHNM,,MF,0,,,,N,,,Passe,SAZILEDUMILIEU PASSE,Passe Sazilé du Milieu,Passe Sazile du Milieu,1997-12-23
3,337061,418881,-12.9530556,45.2166667,-125711,451300,NL26,SD38-02,H,CHNM,,MF,0,,,,N,,,Passe,SAZILEDUNORD PASSE,Passe Sazilé du Nord,Passe Sazile du Nord,1997-12-23
3,337066,418888,-13.0016667,45.2322222,-130006,451356,NL26,SD38-02,H,CHNM,,MF,0,,,,N,,,Passe,SAZILEDUSUD PASSE,Passe Sazilé du Sud,Passe Sazile du Sud,1997-12-23
3,337655,419520,-12.9308333,45.1463889,-125551,450847,NL17,SD38-02,H,STM,,MF,0,,,,N,,,Mro,SIRNALE MROOUA,Mro oua Sirnalé,Mro oua Sirnale,1997-12-23
3,336801,418546,-12.8197222,45.1036111,-124911,450613,NL18,SD38-02,P,PPL,,MF,0,,,,N,,,,SOHOA,Sohoa,Sohoa,1997-12-23
3,336793,418534,-12.8144444,45.1036111,-124852,450613,NL18,SD38-02,T,BCH,,MF,0,,,,N,,,Plage,SOHOA PLAGEDE,Plage de Sohoa,Plage de Sohoa,1997-12-23
3,336803,418548,-12.8186111,45.1061111,-124907,450622,NL18,SD38-02,P,PPLX,,MF,0,,,,N,,,,SOHOAKAVANI,Sohoa Kavani,Sohoa Kavani,1997-12-23
3,336802,418547,-12.8211111,45.1033333,-124916,450612,NL18,SD38-02,P,PPLX,,MF,0,,,,N,,,,SOHOAKELI,Sohoa Kéli,Sohoa Keli,1997-12-23
3,335474,416971,-12.7580556,45.1005556,-124529,450602,NL18,SD38-02,T,GRGE,,MF,0,,,,N,,,,SOULO,Soulo,Soulo,1997-12-23
3,335488,416986,-12.7755556,45.0894444,-124632,450522,NL08,SD38-02,H,BAY,,MF,0,,,,N,,,Baie,SOULOU BAIEDE,Baie de Soulou,Baie de Soulou,1997-12-23
3,335528,417033,-12.7622222,45.1027778,-124544,450610,NL18,SD38-02,R,RDJCT,,MF,0,,,,N,,,Carrefour,SOULOU CARREFOURDE,Carrefour de Soulou,Carrefour de Soulou,1997-12-23
3,335486,416984,-12.7777778,45.0991667,-124640,450557,NL18,SD38-02,T,BCH,,MF,0,,,,N,,,Plage,SOULOU PLAGEDE,Plage de Soulou,Plage de Soulou,1997-12-23
3,337067,418889,-13.0063889,45.2386111,-130023,451419,NL26,SD38-02,H,RF,,MF,0,,,,N,,,Récif,SUD RECIFDU,Récif du Sud,Recif du Sud,1997-12-23
3,337102,418925,-13.0061111,45.0091667,-130022,450033,NL06,SD38-02,H,RF,,MF,0,,,,N,,,Récif,SUD RECIFDU,Récif du Sud,Recif du Sud,1997-12-23
1,337117,418946,-12.8622222,45.11,-125144,450636,NL17,SD38-02,T,BCH,,MF,0,,,,V,,,,TAHITIPLAGE,Tahiti Plage,Tahiti Plage,1997-12-23
3,335430,416916,-12.7469444,45.0713889,-124449,450417,NL09,SD38-02,V,FRST,,MF,0,,,,N,,,,TANAMBAO,Tanambao,Tanambao,1997-12-23
3,337803,419698,-12.9738889,45.1538889,-125826,450914,NL16,SD38-02,H,STMI,,MF,0,,,,N,,,Mro,TANAMUAO MROOUA,Mro oua Tanamuao,Mro oua Tanamuao,1997-12-23
3,335449,416939,-12.7561111,45.0666667,-124522,450400,NL08,SD38-02,P,PPL,,MF,0,,,,N,,,,TANARAKI,Tanaraki,Tanaraki,1997-12-23
3,335450,416940,-12.7530556,45.0697222,-124511,450411,NL09,SD38-02,T,BCH,,MF,0,,,,N,,,Mtsanga,TANARAKI MTSANGA,Mtsanga Tanaraki,Mtsanga Tanaraki,1997-12-23
3,337133,418969,-12.8680556,45.1497222,-125205,450859,NL17,SD38-02,L,AREA,,MF,0,,,,N,,,,TCHAOUREMBO,Tchaourembo,Tchaourembo,1997-12-23
3,337122,418952,-12.8644444,45.1366667,-125152,450812,NL17,SD38-02,L,RESF,,MF,0,,,,N,,,Réserve Forestière,TCHAOUREMBO RESERVEFORESTIEREDE,Réserve Forestière de Tchaourembo,Reserve Forestiere de Tchaourembo,1997-12-23
3,337579,419437,-12.8805556,45.1955556,-125250,451144,NL27,SD38-02,T,HLL,,MF,0,,,,N,,,,TRAMBATSINI,Trambatsini,Trambatsini,1997-12-23
3,337120,418949,-12.855,45.1225,-125118,450721,NL17,SD38-02,T,SLP,,MF,0,,,,N,,,,TRELENI,Tréléni,Treleni,1997-12-23
3,335970,417565,-12.7308333,45.1961111,-124351,451146,NL29,SD38-02,P,PPL,,MF,0,,,,N,,,,TREVANI,Trévani,Trevani,1997-12-23
3,335965,417560,-12.7280556,45.1925,-124341,451133,NL29,SD38-02,T,BCH,,MF,0,,,,N,,,Plage,TREVANI PLAGEDE,Plage de Trévani,Plage de Trevani,1997-12-23
3,335862,417438,-12.7283333,45.1675,-124342,451003,NL19,SD38-02,V,FRST,,MF,0,,,,N,,,,TRIRINI,Tririni,Tririni,1997-12-23
3,336766,418506,-12.8041667,45.2036111,-124815,451213,NL28,SD38-02,P,PPL,,MF,0,,,,V,,,,TROTRONDJEOU,Trotrondjéou,Trotrondjeou,1997-12-23
3,337068,418890,-12.8338889,45.1725,-125002,451021,NL18,SD38-02,P,PPL,,MF,0,,,,N,,,,TSARARANO,Tsararano,Tsararano,1997-12-23
1,337069,418891,-12.8341667,45.175,-125003,451030,NL18,SD38-02,R,RDJCT,,MF,0,,,,N,,,Carrefour,TSARARANO CARREFOURDE,Carrefour de Tsararano,Carrefour de Tsararano,1997-12-23
3,337859,419758,-12.9372222,45.1352778,-125614,450807,NL16,SD38-02,P,PPL,,MF,0,,,,N,,,,TSIMKOURA,Tsimkoura,Tsimkoura,1997-12-23
3,335783,417302,-12.7872222,45.1027778,-124714,450610,NL18,SD38-02,P,PPL,,MF,0,,,,N,,,,TSINGONI,Tsingoni,Tsingoni,1997-12-23
3,335785,417304,-12.7916667,45.0969444,-124730,450549,NL18,SD38-02,H,BAY,,MF,0,,,,N,,,Baie,TSINGONI BAIEDE,Baie de Tsingoni,Baie de Tsingoni,1997-12-23
3,335397,416874,-12.7033333,45.06,-124212,450336,NL09,SD38-02,V,FRST,,MF,0,,,,N,,,,TSOHA,Tsoha,Tsoha,1997-12-23
3,335396,416873,-12.6983333,45.0530556,-124154,450311,NL09,SD38-02,T,BCH,,MF,0,,,,N,,,Mtsanga,TSOHA MTSANGA,Mtsanga Tsoha,Mtsanga Tsoha,1997-12-23
3,337064,418884,-12.9827778,45.2138889,-125858,451250,NL26,SD38-02,T,ISL,,MF,0,,,,N,,,Mtsanga,TSOHOLE MTSANGA,Mtsanga Tsoholé,Mtsanga Tsohole,1999-02-10
3,336766,418504,-12.8041667,45.2036111,-124815,451213,NL28,SD38-02,P,PPL,,MF,0,,,,N,,,,TSOUNDZOUb,Tsoundzou 1,Tsoundzou 1,1997-12-23
3,336777,418517,-12.8133333,45.1966667,-124848,451148,NL28,SD38-02,P,PPL,,MF,0,,,,N,,,,TSOUNDZOUc,Tsoundzou 2,Tsoundzou 2,1997-12-23
3,336781,418521,-12.7883333,45.1772222,-124718,451038,NL18,SD38-02,P,PPL,,MF,0,,,,N,,,,VAHIBENI,Vahibéni,Vahibeni,1997-12-23
3,336786,418526,-12.7819444,45.1705556,-124655,451014,NL18,SD38-02,P,PPLQ,,MF,0,,,,N,,,,VAHIBENI,Vahibéni,Vahibeni,1997-12-23
3,336807,418554,-12.7705556,45.2577778,-124614,451528,NL28,SD38-02,T,ISL,,MF,0,,,,N,,,,VATOU,Vatou,Vatou,1997-12-23
3,336807,418555,-12.7705556,45.2577778,-124614,451528,NL28,SD38-02,T,ISL,,MF,0,,,,V,,,,VATOU ILE,Île Vatou,Ile Vatou,1997-12-23
3,337854,419753,-12.9630556,45.1386111,-125747,450819,NL16,SD38-02,T,MT,,MF,0,,,,N,,,,VATOUNKARIDI,Vatounkaridi,Vatounkaridi,1997-12-23
3,335805,417328,-12.7236111,45.1436111,-124325,450837,NL19,SD38-02,T,ISL,,MF,0,,,,N,,,Île,VERTE ILE,Île Verte,Ile Verte,1997-12-23
3,337131,418967,-12.8591667,45.1638889,-125133,450950,NL17,SD38-02,L,RESF,,MF,0,,,,N,,,Réserve Forestière,VOUNDZE RESERVEFORESTIEREDE,Réserve Forestière de Voundzé,Reserve Forestiere de Voundze,1997-12-23
3,336691,418419,-12.7558333,45.2486111,-124521,451455,NL28,SD38-02,T,ISL,,MF,0,,,,N,,,,ZISSIOUAZINE,Zissioua Ziné,Zissioua Zine,1997-12-23
